file name,X-Spam-Level,X-Spam-Status,Spam-Score,Spam-Test,,spam,score,auth_na,date_in_past,forged_mua_outlook,forged_outlook_html,forged_outlook_tags,hfilter_hostname_unknown,has_list_unsub,dmarc_policy_allow,mime_good,mime_html_only,missing_mid,missing_to,old_x_mailer,rcvd_helo_user,rcvd_no_tls_last,r_no_space_in_from,to_dn_recipients,subj_all_caps,r_spf_fail,r_spf_allow,violated_direct_spf,whitelist_dmarc
phishing-2016-477.txt,3,No,3.0,"HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_HELO_NONE,SPF_NONE,TVD_SPACE_RATIO",,Spam: true,9.690000000000001,,Symbol: DATE_IN_PAST (1.00)[42198],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-301.txt,4,No,4.3,"EMPTY_MESSAGE,FROM_WORDY,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,8.5,,Symbol: DATE_IN_PAST (1.00)[50811],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-305.txt,6,Yes,6.8,"EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,KHOP_HELO_FCRDNS,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,8.600000000000001,,Symbol: DATE_IN_PAST (1.00)[45791],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-320.txt,3,No,3.3,"DATE_IN_PAST_03_06,DKIM_ADSP_NXDOMAIN,DKIM_INVALID,DKIM_SIGNED,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,MISSING_MID,NO_DNS_FOR_FROM,SPF_HELO_NONE,SPF_NONE,URIBL_BLOCKED",,Spam: true,5.289999999999999,,Symbol: DATE_IN_PAST (1.00)[35488],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-168.txt,2,No,2.3,"EMPTY_MESSAGE,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SPF_NONE",,Spam: true,4.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[48126],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2019-4.txt,8,Yes,8.2,"HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PDS_FRNOM_TODOM_NAKED_TO,PDS_FROM_NAME_TO_DOMAIN,RCVD_IN_SORBS_WEB,SPF_HELO_NONE,SPF_SOFTFAIL,SUBJ_OBFU_PUNCT_FEW,TO_IN_SUBJ",,Spam: true,4.789999999999999,,Symbol: DATE_IN_PAST (1.00)[24218],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2018-30.txt,3,No,3.5,"DKIM_ADSP_NXDOMAIN,FORGED_SPF_HELO,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_PASS",,Spam: true,3.6899999999999995,,Symbol: DATE_IN_PAST (1.00)[32103],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-19.txt,2,No,2.7,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_BLOCKED,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,RCVD_IN_SORBS_WEB,SPF_HELO_NONE,SPF_NONE,SUBJ_ALL_CAPS",,Spam: true,4.67,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[58521],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (1.27)[17],,,,
phishing-2018-46.txt,2,No,2.5,"EMPTY_MESSAGE,MISSING_MID,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,4.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[31740],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2019-60.txt,6,Yes,6.6,"BODY_EMPTY,EMPTY_MESSAGE,RCVD_IN_SORBS_WEB,RDNS_NONE,SPF_HELO_NONE,SUBJ_ALL_CAPS",,Spam: true,6.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[22652],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (1.50)[20],,,,
phishing-2017-153.txt,7,Yes,7.2,"HTML_MIME_NO_HTML_TAG,KHOP_HELO_FCRDNS,MIME_HTML_ONLY,RCVD_IN_PBL,SPF_HELO_SOFTFAIL,SPF_SOFTFAIL",,Spam: true,11.399999999999999,,Symbol: DATE_IN_PAST (1.00)[39066],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-41.txt,3,No,3.6,"EMPTY_MESSAGE,RDNS_NONE,SPF_HELO_NONE,SPF_NONE",,Spam: true,7.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[41188],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2019-203.txt,6,Yes,6.8,"DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,FREEMAIL_REPLYTO_END_DIGIT,HK_NAME_MR_MRS,MISSING_MID,NO_DNS_FOR_FROM,SPF_HELO_NONE,T_SPF_TEMPERROR,URIBL_BLOCKED",,Spam: true,8.0,,Symbol: DATE_IN_PAST (1.00)[17295],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2019-237.txt,5,Yes,5.7,"DKIM_ADSP_ALL,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PHP_ORIG_SCRIPT,SPF_HELO_SOFTFAIL,SPF_SOFTFAIL,TVD_SPACE_RATIO",,Spam: true,14.399999999999999,,Symbol: DATE_IN_PAST (1.00)[15823],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2019-163.txt,6,Yes,6.8,"EMPTY_MESSAGE,FREEMAIL_FORGED_REPLYTO,KHOP_HELO_FCRDNS,MSGID_MULTIPLE_AT,SPF_HELO_NONE",,Spam: true,1.0,,Symbol: DATE_IN_PAST (1.00)[18674],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-72.txt,3,No,3.2,"EMPTY_MESSAGE,RCVD_IN_DNSWL_BLOCKED,RDNS_DYNAMIC,SPF_HELO_NONE,SUBJ_ALL_CAPS",,Spam: true,12.5,,Symbol: DATE_IN_PAST (1.00)[49618],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),Symbol: SUBJ_ALL_CAPS (3.00)[53],Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2019-210.txt,3,No,3.0,"BODY_URI_ONLY,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RDNS_NONE,SPF_HELO_NONE,SPF_NONE,URIBL_BLOCKED",,Spam: true,19.9,,Symbol: DATE_IN_PAST (1.00)[17156],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,,,,
phishing-2015-189.txt,3,No,3.5,"DKIM_ADSP_NXDOMAIN,EMPTY_MESSAGE,NO_DNS_FOR_FROM,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,4.5,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[52909],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2019-143.txt,3,No,3.9,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_FAIL,SPF_HELO_NONE,TVD_SPACE_RATIO,TVD_SPACE_RATIO_MINFP",,Spam: true,11.29,,Symbol: DATE_IN_PAST (1.00)[19291],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-51.txt,1,No,1.6,"HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_DNSWL_NONE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_FAIL,SPF_HELO_NONE",,Spam: true,7.52,,Symbol: DATE_IN_PAST (1.00)[57520],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,Symbol: SUBJ_ALL_CAPS (0.22)[3],Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-307.txt,6,Yes,6.5,"EMPTY_MESSAGE,KHOP_HELO_FCRDNS,MISSING_HEADERS,SPF_HELO_NONE,SPF_SOFTFAIL,TO_NO_BRKTS_MSFT",,Spam: true,17.0,,Symbol: DATE_IN_PAST (1.00)[50684],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,Symbol: MISSING_TO (2.00),Symbol: OLD_X_MAILER (2.00),,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-299.txt,9,Yes,9.4,"FREEMAIL_FORGED_FROMDOMAIN,FREEMAIL_FROM,FROM_ADDR_WS,FROM_WSP_TRAIL,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,NO_DNS_FOR_FROM,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_HELO_NONE,SPF_NONE,SPOOFED_FREEMAIL,SPOOFED_FREEMAIL_NO_RDNS,SUBJ_OBFU_PUNCT_FEW",,Spam: true,6.399999999999999,,Symbol: DATE_IN_PAST (1.00)[45932],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2018-10.txt,4,No,4.8,"RCVD_IN_SBL,RDNS_NONE,SPF_FAIL,SPF_HELO_NONE",,Spam: true,10.0,,Symbol: DATE_IN_PAST (1.00)[32750],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[text/plain],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all:c],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-38.txt,8,Yes,8.7,"DKIM_ADSP_CUSTOM_MED,DKIM_INVALID,DKIM_SIGNED,EMPTY_MESSAGE,FORGED_GMAIL_RCVD,FREEMAIL_FORGED_FROMDOMAIN,FREEMAIL_FROM,HEADER_FROM_DIFFERENT_DOMAINS,NML_ADSP_CUSTOM_MED,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_SOFTFAIL,SPOOFED_FREEMAIL,URIBL_BLOCKED",,Spam: true,6.100000000000001,,Symbol: DATE_IN_PAST (1.00)[57756],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2016-288.txt,5,Yes,5.5,"DATE_IN_FUTURE_24_48,EMPTY_MESSAGE,KHOP_HELO_FCRDNS,SPF_FAIL,SPF_HELO_NONE",,Spam: true,7.5,,Symbol: DATE_IN_PAST (1.00)[46179],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-20.txt,4,No,4.7,"DATE_IN_FUTURE_06_12,EMPTY_MESSAGE,MISSING_MID,RDNS_NONE,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,11.5,,Symbol: DATE_IN_PAST (1.00)[41525],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-268.txt,3,No,3.3,"EMPTY_MESSAGE,KHOP_HELO_FCRDNS,SPF_HELO_NONE,SPF_NONE,UNPARSEABLE_RELAY",,Spam: true,1.9000000000000004,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[36735],,,,,,,Symbol: MIME_GOOD (-0.20)[multipart/signed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2016-416.txt,6,Yes,6.7,"EMPTY_MESSAGE,FROM_MISSPACED,FROM_MISSP_DYNIP,FROM_MISSP_EH_MATCH,RCVD_IN_DNSWL_BLOCKED,RDNS_DYNAMIC,SPF_HELO_NONE,SPF_NONE,TO_NO_BRKTS_FROM_MSSP",,Spam: true,3.0999999999999996,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[43342],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/related],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,,,,
phishing-2019-169.txt,2,No,2.6,"FROM_MISSP_SPF_FAIL,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_FAIL,SPF_HELO_NONE,TVD_SPACE_RATIO",,Spam: true,6.789999999999999,,Symbol: DATE_IN_PAST (1.00)[18482],,,,,,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-143.txt,3,No,3.3,"FREEMAIL_FROM,FROM_STARTS_WITH_NUMS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,MSGID_FROM_MTA_HEADER,PDS_TONAME_EQ_TOLOCAL_SHORT,PDS_TONAME_EQ_TOLOCAL_VSHORT,SPF_HELO_NONE,SPF_PASS,TVD_SPACE_RATIO",,Spam: true,1.6999999999999993,,Symbol: DATE_IN_PAST (1.00)[39428],,,,,,"Symbol: DMARC_POLICY_ALLOW (-0.50)[hanmail.net, none]",,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,Symbol: R_SPF_ALLOW (-0.20)[+ip4:175.126.189.0/24],,
phishing-2016-57.txt,3,No,3.8,"EMPTY_MESSAGE,HK_RANDOM_FROM,RCVD_IN_DNSWL_BLOCKED,SPF_HELO_NONE,SUBJ_ALL_CAPS",,Spam: true,13.120000000000001,,Symbol: DATE_IN_PAST (1.00)[49733],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),Symbol: SUBJ_ALL_CAPS (2.62)[35],Symbol: R_SPF_FAIL (1.00)[-all:c],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-55.txt,3,No,3.8,"EMPTY_MESSAGE,RCVD_IN_SORBS_WEB,SPF_HELO_NONE",,Spam: true,3.0,,Symbol: DATE_IN_PAST (1.00)[41170],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,Symbol: TO_DN_RECIPIENTS (2.00),,,,,
phishing-2016-165.txt,4,No,4.7,"EMPTY_MESSAGE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,RCVD_IN_SORBS_WEB,SPF_FAIL,SPF_HELO_FAIL",,Spam: true,6.100000000000001,,Symbol: DATE_IN_PAST (1.00)[48158],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2015-22.txt,2,No,2.3,"EMPTY_MESSAGE,FROM_EXCESS_BASE64,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_HELO_NONE,SPF_NONE",,Spam: true,11.0,Symbol: AUTH_NA (1.00),Symbol: DATE_IN_PAST (1.00)[58435],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,Symbol: OLD_X_MAILER (2.00),,Symbol: RCVD_NO_TLS_LAST (0.10),,,,,,,
phishing-2015-55.txt,3,No,3.2,"EMPTY_MESSAGE,RCVD_IN_MSPIKE_H3,RCVD_IN_MSPIKE_WL,SPF_FAIL,SPF_HELO_NONE",,Spam: true,8.5,,Symbol: DATE_IN_PAST (1.00)[57110],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/mixed],,,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all:c],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2019-108.txt,4,No,4.7,"EMPTY_MESSAGE,MISSING_MID,RDNS_NONE,SPF_FAIL,SPF_HELO_NONE",,Spam: true,13.5,,Symbol: DATE_IN_PAST (1.00)[21289],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all:c],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2019-122.txt,6,Yes,6.9,"FROM_MISSP_SPF_FAIL,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,PDS_FRNOM_TODOM_NAKED_TO,PDS_FROM_NAME_TO_DOMAIN,RCVD_IN_DNSWL_BLOCKED,RDNS_NONE,SPF_FAIL,SPF_HELO_FAIL,TVD_SPACE_RATIO_MINFP",,Spam: true,9.29,,Symbol: DATE_IN_PAST (1.00)[20476],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-271.txt,8,Yes,8.9,"BODY_EMPTY,DATE_IN_PAST_03_06,HEADER_FROM_DIFFERENT_DOMAINS,HTML_MIME_NO_HTML_TAG,MIME_HTML_ONLY,MISSING_MIMEOLE,PHP_ORIG_SCRIPT,RDNS_NONE,SPF_HELO_NONE,TVD_SPACE_RATIO,TVD_SPACE_RATIO_MINFP",,Spam: true,12.29,,Symbol: DATE_IN_PAST (1.00)[36740],,,,Symbol: HFILTER_HOSTNAME_UNKNOWN (2.50),,,,Symbol: MIME_HTML_ONLY (0.20),,,,,Symbol: RCVD_NO_TLS_LAST (0.10),,,,Symbol: R_SPF_FAIL (1.00)[-all],,Symbol: VIOLATED_DIRECT_SPF (3.50),
phishing-2017-119.txt,3,No,3.5,"EMPTY_MESSAGE,MISSING_MID,SPF_HELO_NONE,SPF_SOFTFAIL",,Spam: true,10.100000000000001,,Symbol: DATE_IN_PAST (1.00)[40005],,,,,,,Symbol: MIME_GOOD (-0.10)[multipart/alternative],,Symbol: MISSING_MID (2.50),,,,Symbol: RCVD_NO_TLS_LAST (0.10),Symbol: R_NO_SPACE_IN_FROM (1.00),Symbol: TO_DN_RECIPIENTS (2.00),,,,Symbol: VIOLATED_DIRECT_SPF (3.50),
